,x_test,future
3040,"[  6 117 171 111 172 146 111 141 146 111  51 146 111 172 171 111 117 146
 111  51 146 111 140 146 111 112 171  34  43 146  34 128]",[ 34   0 146  34  13 171  34   0]
3041,"[ 16  98 109   6  10  97 163 146  10   9 115 111  34   6  45 109  29  98
  11 125 127 100  84  41  84  41  84  41  84  41  10 146]",[141  45  98 113 109  50  98 113]
3042,"[143  13  45  51  13  29  51   0 130  51 143  45 112  51  29 143 112   4
 172  43   7 146  97 109 130 167   4 146 108 115 135  96]",[111  43  34 117 111  43  34 112]
3043,"[ 45 117 130  29  45 160 145 111  96  11  71  62  29 129 145 115  11 109
 145  62  29  98 145 115  11 109 145  62  29 129  98 106]",[ 56 107  11 130   2 145  11 117]
3044,"[ 96 140 140  32 106 145  79  43 135  74  29 130  85 145   4   8  96 106
 146 145 130   8  96  45  62 135 106 121  96 106   4 135]",[117 106  43  32  34 106 162  43]
3045,"[106 140 167 135 146 106 140  62  43 106 155 140  34 145  27  62 106 140
 107 135  51 107 140 107   4 155  62 107 140  34 145 140]",[ 72 106 157  91 144 117 131  70]
3046,"[130 155 105 130  36 107 155  36  34 155  36 107 155  36  96  27  36  34
  27 107  36 106  27 130  36 107 155  36 106 155 107  36]",[155  96 133  62 155 133  62 155]
3047,"[172 112  10  13  51  10   0   9 141 128 120  46 151 124  54  60 124 151
 120  10 128 141  10   0   9  51  13 112  46 172  43 117]",[108   4  11  10  29  45  10  34]
3048,"[153  23 153  23 153  23 153 116 105 116 105 116 105 116 105 116 105 116
 105 116 105 116 105  61  90  61  90  61  90  61  90  61]",[61 90 61 90 61 90 61 90]
3049,"[ 20 140 140 162 106 135  84  91  43  79 106   4  94 135 145  79  34 106
   4 145  34 106 109 135  43 109  29   4  96  91  43  29]",[146 135 135  56 106 130 105 108]
3050,"[107  84  96 107  39 163  96 107  39 163  96 107  84 102  96 107   2 111
 106  85  62 130  17  96  11 163  96 107  11 163  96 107]",[ 17  96  11  36 107 130   2 111]
3051,"[117 172  96 143 140  96 172  43 172 140 165   4  96 135   4  96 135   4
  96 135  11 111 108   4  96 135   4  96 135   4 107 135]",[109  43 135  34  91 112  34  51]
3052,"[117 111   4 146   4 146 112  29  91 107 112  29  91 107 172  45  45   6
  45   6  43  34 108 115 108 115 117 111  45   6  45   6]",[115  11 163 108 115  11 163   4]
3053,"[117  41 108   4  41 130  59 108   4 130 146  29  45 135  96  43  34 135
  96   4 146  29  97  34 109  96   8  34 109  96   8  34]",[ 96   8  34 109 145  62  43  34]
3054,"[ 24  68  24  68  24  68  79   7  71 126 108 105 105  25 171 171 171  14
 171 114 171  65 109 159 109 159 109  98 116 125  32 125]",[129  56  89  16  89 129  89  56]
3055,"[ 33  97 109  33  97 109  56 109   9 167 109 116 167 109 116 167 109  56
 109  77 146 109  96 109 159  96 109 116  56 109 115 109]",[109   9 167 109  56 109  87  97]
3056,"[112  68 131 140 140  67 131   2  83   2  83 117 129  98 146 117 129  98
 146 117 129  98 146  43 129 109 115 129 109 115 129 109]",[172 129 125  43 163  43 129  98]
3057,"[  6  16 102  16  60 171 113  50  16 129  16 129 102   4 171  45 111  45
  10 111 146   4 171  45 111  45  10 111 146 108 171  11]",[ 11  81  45 115 117 171   4  45]
3058,"[129  56  89  16  89 129  89  56 171 114 125  98  14 171 102 171 129  19
 129 159  50 159  16 159 129  56  55 171 125  89  56 129]",[ 16 161  16 114 113 114  50 114]
3059,"[ 51 109 143 115 143 162 143 115 128   8  27   0  96  27 143   6 172  96
  51 109 143 115 143 162 143 115 128 103  27   0  27 143]",[ 43 135 108 135 130  45  34  96]
3060,"[ 98 166 166  83 107  45 166 131  98 131  92  34 111  26 129  14  14  41
  96 111  14 100 171 131  41 115  96  52 144 125  76  76]",[ 29  45  76  99 125  31  52  45]
3061,"[143 172 117 145  58 130 108 140 143  58   0  78  58   0  38   3 128   0
 143  43 108 130 108  26 130 145 117 172  26 143 155  26]",[ 38  31 120 141 155 143 172 117]
3062,"[ 98  91 129  39 115  39  91 129  39 115  39  91 129  39 115  39 140 129
  39 112 115  39 117 129  98  62  98 129  98  62  98 129]",[ 62  98   4 129  98  97  98   4]
3063,"[144  35  72  52  10 144   9  68   9  26  58  31  74   3  80   9   3  80
   3   9 131  20 144  20 131 144  31  85  71  31  85  31]",[47 10 72 10 47 72 99 41]
3064,"[ 17  84 123  84 123  84 123 147   3 147   3  18  47  99  69 123 157  83
 157  83 157  83  30  83  30  83  30  83 157  26 157  26]",[100  14  52  30  26  68 100  68]
3065,"[106  32 107  34 115  62 163  97 161  62 107  29  39  62 107 111  62 111
 115 102 107  11 108 163 107  11  29 107  29 108  32 106]",[145  62 106  34  43  11 106  91]
3066,"[125  45  16 172   6  45  16 172   6  11 102  13 163  11 102  13 163 108
 125   0 115 108 125   0 115 172   6 120  45 172   6 120]",[108 125   0 115 108 125   0 115]
3067,"[ 27 167 155  45 155  96 155  45 143  20 140 172 106 140  91 121 135 107
 145  79  43 106 140  34 155  62 128 167  27  45  27  62]",[ 45 143 162 140 172 106 140 135]
3068,"[ 17 157  83  28   2  83 157  83 106  83  11  70  83 157  83 106  83  11
  66  83 157  83 157  17  34  28  17  28 157  17  28   2]",[ 28   2  83 163 131  96 166  83]
3069,"[ 34  41  34  52  34  52  34  52  34  57   9 133   9  60 153 153  60  24
  68  24  68  24  68  79   7  71 126 108 105 105  25 171]",[171  14 171 114 171  65 109 159]
3070,"[116 116  56 116 116 118   8  47  47  47  47  47  47  47  47  47 144  47
  47  48  47  58  47  47  47  58  47  47  47  58  47  47]",[ 48 131 131  58  47  99  47  47]
3071,"[102 171  57  32 125  31  32 125  16 129 102 171  32 125  32 125  81  16
 129  46 102 171  57  32 125  31  32 125  32 125  98 109]",[  6  97 163   4 146 108 115 117]
3072,"[ 71  39  71  39  71  39  71  39  71  39  71  39 130 161 145 130  45 145
  18 117 145 130 117 172 117 145 172 143 172 117 143 155]",[172 155 141 155 143 141 120 141]
3073,"[155  51 143 140  53  91  43 135 109  73 145  73 145   4   8 145 135  43
  91 140 143  51 155   0  27 128  78  19 165 120  88 165]",[128  32 158  93  53  54  38  78]
3074,"[ 21  45  16  86  21  45  16 127   5  45   4 117 172  51 172   4 146 117
 111 172  45  51   4 141 117 172  45 112 172  43 169 112]",[117 127 172 117 108  76  43 108]
3075,"[ 47  79  47  79  47  79  47  24  48  24  48 121   3 121   3 121  94 121
  94 121  94 121  84  41  87  41  87  41  74  85  41  85]",[36 74  7 87  7 87 41 74]
3076,"[ 13 112 166 172  91 117 163 135 117 113  91 163 117 172 166  91 112 172
 163  13 112 166  51 163  13 141 166  27  88 141 163 129]",[ 92 142  54  34 124 151  92  78]
3077,"[ 13  13  27  13  91  13 141  98  78 141  13  13  30 141  13 140  13  88
 161  38  88 155 155  18  88 155 143 155  88 102 124  88]",[ 27  69  88  27  13  27 135 102]
3078,"[ 19  48  16  19  16  19  16  19  16  19  58  16  19  16  19  16  19  16
  19 144  16  19  16  19  16  19  16 102 100 100  31  31]",[ 99  31  31 103 100 133 144 153]
3079,"[ 97  62  97  62 111  62  97  62  97  62 111  62  97  62  20  97  62  34
  62  97 145  99  62 107  29 107  62 107  62 107  29 161]",[ 19  62 129 145 129  62 107  29]
3080,"[123  17 123  91  91 123  84 123  84  73  95 123  84  73  95  91  91 149
 156 149 156 123  84  73  95 123  84  91  91 107  84 107]",[106  95 107  84 157  95 107  84]
3081,"[ 91  43 140  13  62   0 155  13 108 157 112 140  91  43 140  13   0  13
   0  13   0  13   0  13 155 145  13 155  13 155  13 155]",[155 143  39 155  13 143  62 140]
3082,"[167 108 130 108  20 108 130 108 167 135 130  67  91  29 135 162 145 106
 145  34 145 106 135 167 145  45 145  96 145  45 135  20]",[  4 106 145 135  82  43 106 145]
3083,"[ 56  47  39 157  26 157  26 157  26 157  26  83   3  83 157  83 157  83
 157  84 110  84 110  84 110  26  30  92  26 147  48  61]",[ 17   3 162 147 162 147   3  17]
3084,"[ 11 102  45  11 125 117  11   6  45  11 102 108 130  16  45 130   6 145
  39 172  98 145 172   8 143  91 125 143  91  97 112   4]",[172   4 125  91   4   8 112  11]
3085,"[  5 137 127   5 137   5 137 127   5 137   5 137 127   5 137   5 137   5
 137   5 137   5 137   5 137   5 137   5 137 159 132 101]",[101 132 101 132 101 159 132 101]
3086,"[102 107  39 167 107  56  39  97 146 129 171  39 161 146 171  98 113 146
 171   8 146 119 171  97 146 129 171  39 161 146 171  98]",[146 171   8 146 119 171  97 146]
3087,"[151  39  78  88  78  88 141  88 141  27 141  97  27 155  27 155  13 112
 140  91 117 166  91 172  91 172 112 172 112  13 112  13]",[ 13 155  27 141  88 120 151  83]
3088,"[ 66  98  66  98  66  98  98  66  98  98 106  83  11  29  98 106  98 107
  70 106 129  29  11 129 145 135  28 145 163 135 117 163]",[140   2 140  98 140  98   2  98]
3089,"[ 31  61  52  47  25 116 116   9   9  77  33 116  25 116  25 130 125  56
  34 109 115 167 130 125  34 109 115 167  29 171  34 109]",[ 97   4   8  56  34 109  96 146]
3090,"[ 45   6 106  29 162  97 106 162 107 111  39  98  96   8 111 107  98  39
 111  98  96  62   8  32 146 171  62  96  32   8  62  32]",[ 97 102 129  30  30  30 113  30]
3091,"[111  62 111 115 102 107  11 108 163 107  11  29 107  29 108  32 106  34
 145  62 106  34  43  11 106  91  39 112 140  91 117 108]",[ 11 106  29 129 145  11  29  98]
3092,"[ 63 121 121   4 106 135 140 121  51  27 121  78  52  52   3   3   3   3
  31  31  31  31   3   3   3   3  48  48  72  72 100 100]",[100  47  47  47  47   3   3   3]
3093,"[ 26  26  26  26  26  26  26 141 155 143 172 117  26 145  26 130  45 111
  45 130 145 117 172 143 155 141  92  58  92  58  92  58]",[ 58  92  58  92  58 157  58   0]
3094,"[  8  32 162  73  32 109 162  94  39  32 162  20  32   6 162 162 162 162
 162  94  32  39  73 109  94  19  39 162  94  39  19 162]",[ 19  39 162  73 109  19 121   8]
3095,"[145 106 145  73 106  34  91  19 135   4 135 121   4  84 108  19  11  34
  11 162  34 115  19  11  34  11 162  34 115  19  11  34]",[162  34 115 108  19  11 111  11]
3096,"[107  84  17 107 156 149 107 123  17 107  99  85 107  39 167  62 107  39
 167  62 107  39 167  71  62 107   2 111 107  84  96 107]",[163  96 107  39 163  96 107  39]
3097,"[ 97   8  97   8  97 146  97   8 111 113  98  97  62  97  98  97  98  97
  62  97  98 111 113 162 163 108  98 115 111  11 162 115]",[106 163 115 111  29 129  97  62]
3098,"[ 62 106  34 152  72 152  72 152  72 152  72 114 145  72  20 106 162 130
 167   4 146 145  62 135  96  43  34  91 107 140 106 143]",[140 106  91 107  43  34 117 111]
3099,"[161  71  39  71  39  71  39  71  39  71  39  71  39  71  39  71  39  71
  39  71  39  71  39 130 161 145 130  45 145  18 117 145]",[117 172 117 145 172 143 172 117]
3100,"[106 113  11 117 140 102 117  11 106  11 117  11  19 117 140  13 102 140
 117  11 117 140  43 119 140  13  91 102 112  13  91 112]",[135 137 112 155 135 102 140  13]
3101,"[ 13  69  27  13  91  91  13  91 135 135  91 135  11  11 135  11 107  85
  95  88 102 124  88  27  27  69  88  27  13  13  27  13]",[ 91  13  91 135 135  91 135  11]
3102,"[157  11 135  85 156  91  17  17  91 107  11 135  91 107  11 135  91  84
  17  91 156 149  91 123  17  91  99  85  91 107 130 145]",[107 130 145  91 107 130  71 145]
3103,"[ 97 143 111  97 112  62 172  29 125  97 115  97  43  34 172  45 102   6
  34   6  43 115 172  45 171   6 111   6 117 146 140  34]",[  6 172 115  43   6 117 163 108]
3104,"[ 39 145  91 106  52 145 117 107 102  11 135 106 163  11 117  29  11  91
 106  98  11 117  11 106 111 106 111 163 162 113 163 111]",[102 111 163 162 163 111 163  19]
3105,"[143 130 140  84  91  43 130 135 135 167 108 130 108  20 108 130 108 167
 135 130  67  91  29 135 162 145 106 145  34 145 106 135]",[145  45 145  96 145  45 135  20]
3106,"[ 21 115 111 130 115 108 109   7  75 117  98 126  70  43 125   7  75 117
 129 111  70  29 145 111 112 129  29  66 145 117  29  43]",[ 34  75  29 108  34 108 117  56]
3107,"[145  29 111 117  97 125  29 107 108  29 107  11 163 107 115 107 115 163
  29  98  97  62 111  62  97  62  97  62 111  62  97 113]",[ 98 115 163 106 115 163 145  97]
3108,"[ 98  62  26  97  62  72  98  62  19 115 141 144  98 115 163 115 124 144
  98 115  19 115 131  98 115   3 163 115 144  98 115 129]",[117  72  98  62  97  62 112  72]
3109,"[ 62 130 155  34 130  51  34   4  29   4 107   4  29 143   4 112  34   4
  29   4  52  96   4  29   4  47  62 145  72 130 145  48]",[145  58 130 145  99  62 145 130]
3110,"[ 43  29 109  98   4   6 109  41 109  41 109  43 145  62 117 172 162  43
  79 162  79 162   4 140 162   6 135 167 162  74 162  74]",[130 143   6 172 167  90 103  85]
3111,"[ 37 119  37 119  53  37 119  37 119  53  37 119  37 119  53  37 119  37
 119  53  37 119  37 119  53   5  37 119  64  50  64  64]",[ 64  64 140  64  64 140  64  64]
3112,"[120  32  38  78  88  53 128  27 155  51 143 140  53  91  43 135 109  73
 145  73 145   4   8 145 135  43  91 140 143  51 155   0]",[128  78  19 165 120  88 165  88]
3113,"[ 34 109 111  98 115 125 146 171 163 102  97 129   6  16 109  50  98 113
 125  21 171   5  98 171  98   6  98 100   6  98   6 146]",[100 146   6 146 111 146 100 111]
3114,"[145   4   8 145 135  43  91 140 143  51 155   0  27 128  78  19 165 120
  88 165  88 128  32 158  93  53  54  38  78  88 128  27]",[155  51 143   6  93  38 120 154]
3115,"[ 45 117  13 163 135 140 106  96 135  91 107 135  13  11 135  71 167 117
 172 111  45 117  91 107 117 172  45 117  17 163 135 140]",[ 96 135  91 107 135  13  11 135]
3116,"[  4 172 111  51 172 172 108  13  11 172 108  13  45   0  13 172 117  51
 108 172 117  51   4 141  51  51 112  27  51  91  27 112]",[ 27  91  51 112  27  51  27  91]
3117,"[117  98 111 113 117  98 111 113 117  98 111 113 117  98  31  31  26  26
  31  31 100 100  31  31  26  26 100 100  31  31  60  31]",[ 45  16 172   6  45  16 172   6]
3118,"[145 130 145 111  91 163  96  13  91 135 135 107  91 135  11 135  27 102
  39  88  27  13  13 163  27  13  91  13 167 141  98 162]",[141  13  13 111 141  13 140  13]
3119,"[ 58  47  47 131  48 131 131  58  47  99  47  47  47  47  58  47  47  48
  47  47  47  72  47   3 131 118  47 118 118 118  47 118]",[116  47 116 116 116  47 116 116]
3120,"[ 46  57  46 148  46 148  46  75 153  10  57  46  57  46 148  46 148  46
  75 153  10  57  46  57  46  45  57  57  46 126 153  57]",[ 46  10  24  10  46 103 153 103]
3121,"[116  47 128  27 167   0 130   0  20   0 130   0 167  27  38 130  78  84
  88 128 130  27  27 167   0 130   0  20   0 130   0 167]",[130  67  88  29  27 162 155 106]
3122,"[163 131   8 163 107  29 107  72 163 131   8 163 107  29 107 163   3  98
 163 111 106 111 163 131  32 111  47 107   3  39 111  47]",[131 102 163  96 107  96 163 102]
3123,"[  0  51 117   0 141   4 128  88  45 120  88 111 120 151  34 120  45 151
  34 120  45   0  11  13 108   0  11  13 108 151 111 120]",[151 111 120  45 141   4  51 117]
3124,"[163  96  48 107 131  96 163   3 113 162  62   3 111  72  62 162  47 161
  39 167  47 111  72 167  39 131 102  39 163  96 163  39]",[ 69 131  11  11 130 145  11  11]
3125,"[ 11 145  17 162  94  11 145  17 162  94 145  11 162  11  94 145  11 162
  90 103 135 157 162  94 135 157 162  94 112 157  98  11]",[  2 112 121   8 121  44 145 140]
3126,"[ 51   7 151   7  51 151   7  54   7 151 112  58 128 112 128   7 151 128
 112   7 128   7 112 128   7 151   7 128  43   7 112  43]",[ 41 128 112  43  41 112  41  43]
3127,"[ 34 130 167  96 130 107 130 167 115  34 167  96 107 155  13 167 115 143
  34 143 167  96 143 107  13 167 115 143  34 143 167  96]",[107 143 116  47  43 135 167 108]
3128,"[ 38  38  93  54  38  78 121 106   4 162  96 145   4  11   9   4 145   4
  96 135  96 117 135 111  96 108 115 135 117  96 111 135]",[108 115 135 117  96 111 135  96]
3129,"[72 79 79 79 79 79 79 79 79 79 79 94 94 94 94 79 79 79 79 94 94 94 94 94
 94 94 94 94 94 94 94 20]",[20 20 22 22 22 22 79 79]
3130,"[129 146  97 111  29 146 130  21 167   9 115  34 167 111 106 113 163 111
  11   2 163 111 106 113 163  29 129  97  60 146 111  97]",[ 21  97 115  34  97  29 132  97]
3131,"[ 31  52 131 100  52 144 131  48 100 144 144  48  58  31  31  52 131 100
  52 144 131  48 100 144 144  48  58  31  31  52 131 100]",[144 131  48 100 144 144  48  58]
3132,"[ 33 116 116 116 116 159 159 159 159  43 130 125  56  34 109 108 167 130
 125  34 109 108 167  29 171  34 109   4  97  43   4   8]",[ 34 109 135 146   4   8  34 109]
3133,"[144 144 131 131  31  31 144 144  57 144 115  21 108 125 115  21 108 125
 163 137  11 102 163 137  11 102 115  21 108 125 115  21]",[125  45  16 172   6  45  16 172]
3134,"[ 24  96  16   8  45  74  16   6 107  39  45   6 153 115  16 125  45  80
   6  16 107  39  45   6 148 148 148 148  99  99  48  48]",[99 48 48 99 99 48 48 99]
3135,"[ 48  16  19  16  19  16  19  16  19  58  16  19  16  19  16  19  16  19
 144  16  19  16  19  16  19  16 102 100 100  31  31  99]",[ 31  31 103  31  46  58 153  48]
3136,"[ 79 145 128  79 145 128  79 145 155  36 145  13 143  36 140 145 143  36
 145 155  20 143 145 140  20 172 145 140   2 145  27  94]",[155  94  13  11 143  94 140  11]
3137,"[ 72  53  72  85  72  48  58 150  99   3  69   3 116  47 167 116  35 118
  36  36  47 136  47 118  90  91  43  69 123 135  91  43]",[ 84  43  48  91 147   3 118  47]
3138,"[ 48 164  99 164  99 148  52 148  52 148 100 148 100 148  48  14  26 148
  52 148  52  14 100  14 100  14  26  14  26  14  97 148]",[164  99 164  99 148  52 148  52]
3139,"[ 34 153 171 111  75  58  29 127  10 163 111  81 115 146  98 146 100 111
  45   4 117 153 172   7  41  84  22  10 153  10  51 153]",[  0 108   2 121   7 141   7 145]
3140,"[ 96  38  47 128   0 143  43 108  47 130  47  34 115  67 137 102 119  67
   8  67 137 102  67 161  39 119  67   8  67 102 163  67]",[102 161  67  39  67 119   8  67]
3141,"[ 29   4 146  91  43  29   4 146 135 135 109 106  11 163 135 108 106  11
 163 108 108  39 107 130 167 135  91 107  29  97 135 145]",[ 34 106 162 145   4  96 106 162]
3142,"[ 32 162 162 162 162 162  94  32  39  73 109  94  19  39 162  94  19  39
 162  94  19  39 162  73  19 109 121   8 106  72  32 109]",[ 36  39 167  20 109 162  20 102]
3143,"[146  34 129 109  46  59  77 159  77 159  77 159  77 159   1  34 109  41
  25  25  45   6 130 167  29  97  45   6 145  62   4 146]",[167   4 146 112  34 172  45  43]
3144,"[ 30 163  30 163  30 163  44 146 134  62 147  20  69 161 150  39 150  39
 150  39 150  39 150  39  69  39  18  39  95 102  69  39]",[39 69 39 69 39 69 39 11]
3145,"[ 98  45  11 111 117 172  98  11 172 115  13 172  97   4 172 146  13  43
  97 112 117 146 172 135 171  91 117  97 172  91 102 112]",[163  91 172  98 117 108  39   4]
3146,"[  0 128   9  43   6   0  43   0 128   9  60 127  60 127   9  76 117   6
  51 117  51 141  60 108   6  13 108  13   0  80 117   6]",[117  51 141  60  43   6   0  43]
3147,"[116  56 116  19 116  19 116  16  61  16  61  50  50 119 135  48 135 135
 135 135   6 135 135 167 135   8 162 163  62 163 163 167]",[167  71 162 162  39 150  39 150]
3148,"[ 89  34  45 106  89  45 140  25 106  51   4  25 130   8 167  61  96 167
 136 115 167  61  96 167  50 109 116 167 109  77 146 109]",[ 96 109 116  56 109 167 109 167]
3149,"[  9   9  38 130 143  56  38 167 103 103  38 167 143  56  38 167   9   9
  38 167  61  48  38 116  47  38  61  48  38 116  47  38]",[ 48  38 116  47  38  61  48  38]
