,x_tr,future
1118,"[ 3  4  5  1 26  3  5  1 26  3  5  1 26  1 24 25  1 24  1 24  1 24 29 17
  3 11 20  9  6  1 12  6]",[ 4  5  1 26  3  5  1 26]
1119,"[20 29 28  1 20 29 28  1 20 29 28  1 20 29  2 29 26  2  7 29 22  2 29  1
  1 29 29 13 29 29  3 29]",[29 28  1 20 29 28  1 20]
1120,"[22 26 23 19 26  4 31 26 25 33 26 22 26  7 26 25 19 26  4 26  4  7 13 26
 13 23  7 11 30 11 23 20]",[26 23 19 26  4 31 26 25]
1121,"[29  2  1  7 13 22 29  2 20  1 20  1 15 13 29  1 13  2 13  1 29 27 31 33
 22  0 27 22 27 31 33 22]",[ 2  1  7 13 22 29  2 20]
1122,"[ 3 25 26 13 23  3  4 26 13  3 12 22 26 23 19 26  4 31 26 25 33 26 22 26
  7 26 25 19 26  4 26  4]",[25 26 13 23  3  4 26 13]
1123,"[ 0 21 18 16 16 18 21 18 21 19 21 19 19 19 19 19 19 19 19 19 19 19 29 27
 11 19 24  2 29 11 19 24]",[21 18 16 16 18 21 18 21]
1124,"[30 11 23 20 25  3  3  4  5  1 26 20 25  1 24 28 17 29  8 17  3 11 12 20
 20  9  6  1  9 23 12  6]",[11 23 20 25  3  3  4  5]
1125,"[19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8
  0  0  0  0 21 31 21 32]",[ 3  3 22 27 11 19 15 26]
1126,"[24  5 24  2 24 24  4  2 24 25  5 24  2 24 24  8 30 24 17 11 24 30 24 24
 25 30 24  4 11 24 30 24]",[ 5 24  2 24 24  4  2 24]
1127,"[ 1 20 15 29 15 13 20 28 27 31 33 22  0 27 22 29  3  6 15 29  0 15 25 16
 25  8  8 17  0 17  0 23]",[20 15 29 15 13 20 28 27]
1128,"[ 8 28  8  8  8  8  8  9 17 17 17  9  9  4 25 17 28 28 17 17 17 17 17  8
 25  8  8  4 25 28 28 17]",[28  8  8  8  8  8  9 17]
1129,"[21 11 31 29 22 11 31 13 21 11 31 22 11 31 13 21 11 31  1 22 11 31 13 21
 11 31 22 11 31 23 27  6]",[11 31 29 22 11 31 13 21]
1130,"[ 1 26  3  5  1 26  1 24 25  1 24  1 24  1 24 29 17  3 11 20  9  6  1 12
  6 15 23 20  4 20  3 17]",[26  3  5  1 26  1 24 25]
1131,"[31 13 21 11 31 22 11 31 23 27  6  6  6  6 15  6  3  9 33  9  9  9 33  9
  9  9 23 33 12 33 33 33]",[13 21 11 31 22 11 31 23]
1132,"[26 22 26  7 26 25 19 26  4 26  4  7 13 26 13 23  7 11 30 11 23 20 25  3
  3  4  5  1 26 20 25  1]",[22 26  7 26 25 19 26  4]
1133,"[28 27 14 14 14 14 14 14 29  1 13  2  7 22 23  4  4 25  8  8  8  8  8  8
  8 11 10  2 19 25 25 14]",[27 14 14 14 14 14 14 29]
1134,"[10 33 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29 28  1
 20 29  2 29 26  2  7 29]",[33 28  1 20 29 28  1 20]
1135,"[12  8  7 23  8 10 33 24 10 13 10 26 12 23 27  4 12  8 23  8 23 23 23 23
 23 23 30 23 25 23 12  9]",[ 8  7 23  8 10 33 24 10]
1136,"[ 3 22 27 11 19 13 26  3 22 11 19 13 26 29 33 11 19 10  2 29 33 11 19 10
  2 16 16  0  0  0  0  0]",[22 27 11 19 13 26  3 22]
1137,"[28 15  3 29  5 11 13 24 30 26 24 13 24 26 24 13 24 26 13 24 26 13 24 26
 13 24 26 13 24 12  4 12]",[15  3 29  5 11 13 24 30]
1138,"[ 4 25 25 12 12 12 12 28 20 12 15  6 12  3 12  1  4 11 23  1 11  1 11  1
 11 23 23 23 23 20 23 15]",[25 25 12 12 12 12 28 20]
1139,"[ 9  9  9 23 10 12 10 10 24 10 10 10 10 12 10 12 12 12 10 12 12  2  4 10
 23 10 10 24 10 13 10 10]",[ 9  9 23 10 12 10 10 24]
1140,"[21 19 19 19 19 19 19 19 19 19 19 19 29 27 11 19 24  2 29 11 19 24  2 31
 11 19 26  3 22 27 11 19]",[19 19 19 19 19 19 19 19]
1141,"[15 13  6 10 29  2  1  7 28 29 20  1  6 10 15 13  6 10 29  2  1  7 28 29
 20  1 33  6 10  5 28  1]",[13  6 10 29  2  1  7 28]
1142,"[28  1 20 29 28  1 20 29 28  1 20 29 28  1 20 29  2 29 26  2  7 29 22  2
 29  1  1 29 29 13 29 29]",[ 1 20 29 28  1 20 29 28]
1143,"[27 13 21 11 31 29 22 11 31 13 21 11 31 22 11 31  7  2 24 29 20 29  1 24
  1 24  2 28  7 20 20 28]",[13 21 11 31 29 22 11 31]
1144,"[ 5 24  2 24 27 10 17  2 10 25 10 23  2 10  8 22  2 17  2 13  2  2  2  2
  2  8  2 22  4 30 22  4]",[24  2 24 27 10 17  2 10]
1145,"[ 0 15 25 16 25  8  8 17  0 17  0 23  4 20 20 15  3 15  3  1  1  7  7 33
  7 15  7  6  7  2 13 29]",[15 25 16 25  8  8 17  0]
1146,"[29  0 15 25 16 25  8  8 17  0 17  0 23  4 29 33 27 11 19 10  2 29 33 11
 19 10  2 31 11 19 26  3]",[ 0 15 25 16 25  8  8 17]
1147,"[21 19 21 19 19 19 19 19 19 19 19 19 19 19 29 27 11 19 24  2 29 11 19 24
  2 31 11 19 26  3 22 27]",[19 21 19 19 19 19 19 19]
1148,"[29  1 13 29 20 20  2 26  2  7 22 15  2  1 28  1 20 15 29 15 13 20 28 27
 31 33 22  0 27 22 29  3]",[ 1 13 29 20 20  2 26  2]
1149,"[ 4  2 24 25  5 24  2 24 24  8 30 24 17 11 24 30 24 24 25 30 24  4 11 24
 30 24 24  8 30 24 17 11]",[ 2 24 25  5 24  2 24 24]
1150,"[11 27 10 21 11 27 29 33 11 27 13 21 11 31 29 22 11 31 13 21 11 31 22 11
 31 13 21 11 31  1 22 11]",[27 10 21 11 27 29 33 11]
1151,"[32 21 32 21 31 21 32 21 32 21 18 16 16 18 21 18 32 21 32 21 18 16 16 18
 21 18 32 21 32  0 21 18]",[21 32 21 31 21 32 21 32]
1152,"[23 12  9  7 10  9  9  9  7 10  9  9  9 23 10 12 10 10 24 10 10 10 10 12
 10 12 12 12 10 12 12  2]",[12  9  7 10  9  9  9  7]
1153,"[22  0 27 22 27 31 33 22  0 27 22 16 19 16 19  2  2  0  0 14 20 20 15  3
 15  3  1  1  7  7 33  7]",[ 0 27 22 27 31 33 22  0]
1154,"[30 30  4 30  5 30 30 30 30 24 24 16 16 16 16 16 16  5 13 13 24 15 30 24
 15 30 24 13  5 16 16 16]",[30  4 30  5 30 30 30 30]
1155,"[19 19 19 19 19 19 29 27 11 19 24  2 29 11 19 24  2 31 11 19 26  3 22 27
 11 19 13 26  3 22 11 19]",[19 19 19 19 19 29 27 11]
1156,"[29 33 11 19 10  2 16 16  0  0  0  0  0  0 16 16 16 16 29 33 27 11 19  6
  2 29 33 11 19  6  2 31]",[33 11 19 10  2 16 16  0]
1157,"[26  4  7 13 26 13 23  7 11 30 11 23 20 25  3  3  4  5  1 26 20 25  1 24
 28 17 29  8 17  3 11  9]",[ 4  7 13 26 13 23  7 11]
1158,"[ 2  1 29  1 27  2 10 18  1  6 31  1 10 18  1  6 31  1 10 18  1  6 31  1
 26 18  1  3 31  1 10 21]",[ 1 29  1 27  2 10 18  1]
1159,"[27 27  2 27  2 27  2  0  0 27  2 27 27  0 27 27 27 27 27 27 27 27 27 27
  0  0 27 27 27 27 27  3]",[27  2 27  2 27  2  0  0]
1160,"[ 8  8  8 11 10  2 19 25 25 14 14  2 13  1 29 15 20  4 23 23 23 14 12 25
  8  2 13  1 29 15 20  4]",[ 8  8 11 10  2 19 25 25]
1161,"[ 1 29  1 11 29 21 11 27  2 21 11 29 21 11 27  2 21 11 29 21 11 27  2 21
 11 29 21 11 27  2 21 10]",[29  1 11 29 21 11 27  2]
1162,"[ 4 31 26 25 33 26 22 26  7 26 25 19 26  4 26  4  7 13 26 13 23  7 11 30
 11 23 20 25  3  3  4  5]",[31 26 25 33 26 22 26  7]
1163,"[16 29 33 27 11 19  6  2 29 33 11 19  6  2 31 11 19  3  3 22 27 11 19 15
 26  3 22 11 19 15 26 29]",[29 33 27 11 19  6  2 29]
1164,"[ 0 27 22 29  3  6 15 29  0 15 25 16 25  8  8 17  0 17  0 23  4 29 33 27
 11 19 10  2 29 33 11 19]",[27 22 29  3  6 15 29  0]
1165,"[ 5  1 26  3  5  1 26  1 24 25  1 24  1 24  1 24 29 17  3 11 20  9  6  1
 12  6 15 23 20  4 20  3]",[ 1 26  3  5  1 26  1 24]
1166,"[29 20 29  1 24  1 24  2 28  7 20 20 28  7 20 27 29  1  1 29  1  1 29  1
  1 29  1  1 29  1 11 29]",[20 29  1 24  1 24  2 28]
1167,"[11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26 29 33 11
 19  6  2 11  0  8  0  0]",[19  6  2 31 11 19  3  3]
1168,"[20 20 15  3 15  3  1  1  7  7 33  7 15  7  6  7  2 13 29  6 20 15  6  3
  6  6 10 15 13  6 10 29]",[20 15  3 15  3  1  1  7]
1169,"[ 1 27  2 10 18  1  6 31  1 10 18  1  6 31  1 10 18  1  6 31  1 26 18  1
  3 31  1 10 21 11 27  3]",[27  2 10 18  1  6 31  1]
1170,"[24 15  2 24  5 24  2 24 24 15  2 24  5 24  2 24 20 24 28 30 24 11 24 30
 24 24 30 24 15 11 24 30]",[15  2 24  5 24  2 24 24]
1171,"[30 24  4 11 24 30 24 24  9  2 24  8  5 24  2 24 27 10 17  2 10 25 10 23
  2 10  8 22  2 17  2 13]",[24  4 11 24 30 24 24  9]
1172,"[19 24  2 16 16 16 16 16 16 29 33 27 11 19  6  2 29 33 11 19  6  2 31 11
 19  3  3 22 27 11 19 15]",[24  2 16 16 16 16 16 16]
1173,"[27 11 19  6  2 29 33 11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22
 11 19 15 26 29 33 11 19]",[11 19  6  2 29 33 11 19]
1174,"[13  5 16 16 16 16 16 16 16 25 16 25 27 31 27 31 33 22 33 22 19 19  2  2
 14  9  9 27 27 22 19 22]",[ 5 16 16 16 16 16 16 16]
1175,"[17 25  0 17  8  4 25 17  0 28  4 25 17 25  0 17  8  4 25 17  0  0 29 29
 29 29 29 29 29 29 29 29]",[25  0 17  8  4 25 17  0]
1176,"[13 22 29  2 20  1 20  1 15 13 29  1 13  2 13  1 29 27 31 33 22  0 27 22
 27 31 33 22  0 27 22 16]",[22 29  2 20  1 20  1 15]
1177,"[ 6 12  3 12  1  4 11 23  1 11  1 11  1 11 23 23 23 23 20 23 15 23  6  3
 23  5  1 25 26  3  4  5]",[12  3 12  1  4 11 23  1]
1178,"[11 19 10  2 29 33 11 19 10  2 31 11 19 26  3 22 27 11 19 13 26  3 22 11
 19 13 26 29 33 11 19 10]",[19 10  2 29 33 11 19 10]
1179,"[15 17 14 14 25  8  4 17 17 23 12 12  8 27 31 33 22 19  7 17 17 17 17 17
 17 17 17 17 17 14 14 14]",[17 14 14 25  8  4 17 17]
1180,"[27  2 27 27  0 27 27 27 27 27 27 27 27 27 27  0  0 27 27 27 27 27  3 27
 27 27 29 27  3  3 29 29]",[ 2 27 27  0 27 27 27 27]
1181,"[29  1  1 29 29 13 29 29  3 29  1 13 29 20 20  2 26  2  7 22 15  2  1 28
  1 20 15 29 15 13 20 28]",[ 1  1 29 29 13 29 29  3]
1182,"[11 27  2 21 10 18  1  6 31  1 10 18  1  6 31  1 10 18  1  6 31  1 26 18
  1  3 31  1 10 21 11 27]",[27  2 21 10 18  1  6 31]
1183,"[27 18  2 27 18 13 27 18 13 27 18 13 27 18 13 27 14 18  1 27 14 18  1 27
 14 18  1 27 14 18  1 27]",[18  2 27 18 13 27 18 13]
1184,"[31 10 11  3 10 11  3 25 26 13 23  3  4 26 13  3 12 22 26 23 19 26  4 31
 26 25 33 26 22 26  7 26]",[10 11  3 10 11  3 25 26]
1185,"[ 9  7 10  9  9  9 23 10 12 10 10 24 10 10 10 10 12 10 12 12 12 10 12 12
  2  4 10 23 10 10 24 10]",[ 7 10  9  9  9 23 10 12]
1186,"[13 24 12  4 12  4  3 24 15  2 24  5 24  2 24 24 15  2 24  5 24  2 24  3
 24 15  2 24  5 24  2 24]",[24 12  4 12  4  3 24 15]
1187,"[ 0  0 27  2 27  0  2 27  2 27  2 27 27  2 27  2 27  2  0  0 27  2 27 27
  0 27 27 27 27 27 27 27]",[ 0 27  2 27  0  2 27  2]
1188,"[28  7 20 27 29  1  1 29  1  1 29  1  1 29  1  1 29  1 11 29 21 11 27  2
 21 11 29 21 11 27  2 21]",[ 7 20 27 29  1  1 29  1]
1189,"[ 0 17  0 23  4 29 33 27 11 19 10  2 29 33 11 19 10  2 31 11 19 26  3 22
 27 11 19 13 26  3 22 11]",[17  0 23  4 29 33 27 11]
1190,"[31 33  8 19  7  8  2 26  8 10  8 11  3 17 11  3 31 11  3 11  3 17 13  1
  3 13  1  3 31 13  1  3]",[33  8 19  7  8  2 26  8]
1191,"[14  4  4  4 14  9  9  9  8  8 28  8  8  8  8  8  9 17 17 17  9  9  4 25
 17 28 28 17 17 17 17 17]",[ 4  4  4 14  9  9  9  8]
1192,"[11 30 11 23 20 25  3  3  4  5  1 26 20 25  1 24 28 17 29  8 17  3 11  9
 22 26  7 26 25 19 26  4]",[30 11 23 20 25  3  3  4]
1193,"[ 1  1 29  1  1 29  1  1 29  1 27  2  1 29  1 27  2  1 29  1 27  2  1 29
  1 27  2 10 18  1  6 31]",[ 1 29  1  1 29  1  1 29]
1194,"[ 8 10 33 24 10 13 10 26 12 23 27  4 12  8 23  8 23 23 23 23 23 23 30 23
 25 23 12  9  6  3  9 12]",[10 33 24 10 13 10 26 12]
1195,"[ 3 22 27 11 19 13 26  3 22 11 19 13 26 29 11 19 24  2 29 11 19 24  2 16
 16 16 16 16 16 29 33 27]",[22 27 11 19 13 26  3 22]
1196,"[15 30 24 13  5 16 16 16 16 16 16  5 13 13 24 15 30 24 15 30 24 13  5 16
 16 16 16 16 16 16 25 16]",[30 24 13  5 16 16 16 16]
1197,"[27 22 22 19 19 17 17 14 14 14 14 14 14  4  4  4 14  9  9  9  8  8 28  8
  8  8  8  8  9 17 17 17]",[22 22 19 19 17 17 14 14]
1198,"[ 2 13  1 29 15 20  4 23 23 23 14 12 25  8  2 13  1 29 15 20  4 23 23 23
 14 12 25  8 13  3 15 17]",[13  1 29 15 20  4 23 23]
1199,"[ 4 11 24 30 24 24  8 30 24 17 11 24 30 24 24 25 30 24  4 11 24 30 24 24
  9  2 24  8  5 24  2 24]",[11 24 30 24 24  8 30 24]
1200,"[21 18 16 16 18 21 18 32 21 32 21 18 16 16 18 21 18 32 21 32  0 21 18 16
 16 18 21 18 21 19 21 19]",[18 16 16 18 21 18 32 21]
1201,"[15  6  3  9 33  9  9  9 33  9  9  9 23 33 12 33 33 33 33 33 12 33 12 12
 12 33 12 12 33 23 33 33]",[ 6  3  9 33  9  9  9 33]
1202,"[ 7 10  9  9  9 23 10 12 10 10 24 10 10 10 10 12 10 12 12 12 10 12 12  2
  4 10 23 10 10 24 10 13]",[10  9  9  9 23 10 12 10]
1203,"[29 33 11 19  6  2 11  0  8  0  0  0  0 21 31 21 32 21 32 16 16 21 31 21
 32 21 32 21 31 21 32 32]",[33 11 19  6  2 11  0  8]
1204,"[ 1 23 29 12 23  2  4 12  8  7 23  8 10 33 24 10 13 10 26 12 23 27  4 12
  8 23  8 23 23 23 23 23]",[23 29 12 23  2  4 12  8]
1205,"[ 5  5  5  5 28  5 11  5 29  5 30  5 13  5  4  5 13  5 22 13  2 13  8  1
 13  2 13  4 13 30 13  9]",[ 5  5  5 28  5 11  5 29]
1206,"[16 29 33 27 11 19  6  2 29 33 11 19  6  2 31 11 19  3  3 22 27 11 19 15
 26  3 22 11 19 15 26 29]",[29 33 27 11 19  6  2 29]
1207,"[19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 21 31 21 32 21 32 16 16
 21 31 21 32 21 32 21 31]",[15 26 29 33 11 19  6  2]
1208,"[ 1 26 18  1  3 31  1 10 21 11 27  3 33 11 27 10 21 11 27  3 33 11 27 10
 21 11 27  3 33 11 27 10]",[26 18  1  3 31  1 10 21]
1209,"[15  3  1  1  7  7 33  7 15  7  6  7  2 13 29  6 20 15  6  3  6  6 10 15
 13  6 10 29  2  1  7 28]",[ 3  1  1  7  7 33  7 15]
1210,"[ 0  0  0  0  0 16 16 16 16 29 33 27 11 19  6  2 29 33 11 19  6  2 31 11
 19  3  3 22 27 11 19 15]",[ 0  0  0  0 16 16 16 16]
1211,"[ 5 30 30 30 30 24 24 16 16 16 16 16 16  5 13 13 24 15 30 24 15 30 24 13
  5 16 16 16 16 16 16  5]",[30 30 30 30 24 24 16 16]
1212,"[ 5 13  5 30  5 15 13  5 29  5  5 30  5 13  5  5 13  5 30  5 15 13  5 29
  5  5  3  5 15  5 29  5]",[13  5 30  5 15 13  5 29]
1213,"[24  2 31 11 19 26  3 22 27 11 19 13 26  3 22 11 19 13 26 29 11 19 24  2
 29 11 19 24  2 16 16 16]",[ 2 31 11 19 26  3 22 27]
1214,"[24 11  1  8 21  8 27  8 31 33  8 19  7  8  2 26  8 10  8 11  3 17 11  3
 31 11  3 11  3 17 13  1]",[11  1  8 21  8 27  8 31]
1215,"[22 19  8  8 27 27 22 22 19 19 17 17 14 14 14 14 14 14  4  4  4 14  9  9
  9  8  8 28  8  8  8  8]",[19  8  8 27 27 22 22 19]
1216,"[ 2 29 33 11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22 11 19 15 26
 29 33 11 19  6  2 11  0]",[29 33 11 19  6  2 31 11]
1217,"[ 2  2  0  0 14 20 20 15  3 15  3  1  1  7  7 33  7 15  7  6  7  2 13 29
  6 20 15  6  3  6  6 10]",[ 2  0  0 14 20 20 15  3]
1218,"[ 1 29  1  1 29  1  1 29  1 27  2  1 29  1 27  2  1 29  1 27  2  1 29  1
 27  2 10 18  1  6 31  1]",[29  1  1 29  1  1 29  1]
1219,"[29  5  5  3  5 15  5 29  5  5  5  5 28  5 11  5 29  5  3  5 15  5 29  5
  5  5  5 28  5 11  5 29]",[ 5  5  3  5 15  5 29  5]
1220,"[ 2 13  1 29 15 20  4 23 23 23 14 12 25  8 13  3 15 17 14 14 25  8  4 17
 17 23  4 25 25 12 12 12]",[13  1 29 15 20  4 23 23]
1221,"[32 21 32  0 21 18 16 16 18 21 18 21 19 21 19 19 19 19 19 19 19 19 19 19
 19 29 27 11 19 24  2 29]",[21 32  0 21 18 16 16 18]
1222,"[19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 29 33 27 11 19 10  2 29
 33 11 19 10  2 31 11 19]",[15 26 29 33 11 19  6  2]
1223,"[16 25 27 31 27 31 33 22 33 22 19 19  2  2 14  9  9 27 27 22 19 22 19  8
  8 27 27 22 22 19 19 17]",[25 27 31 27 31 33 22 33]
1224,"[28  1 20 15 29 15 13 20 28 27 31 33 22  0 27 22 29  3  6 15 29  0 15 25
 16 25  8  8 17  0 17  0]",[ 1 20 15 29 15 13 20 28]
1225,"[26  2  7 29 22  2 29  1  1 29 29 13 29 29  3 29  1 13 29 20 20  2 26  2
  7 22 15  2  1 28  1 20]",[ 2  7 29 22  2 29  1  1]
1226,"[16 16 16  5 13 13 24 15 30 24 15 30 24 13  5 16 16 16 16 16 16 16 25 16
 25 27 31 27 31 33 22 33]",[16 16  5 13 13 24 15 30]
1227,"[31 26 25 33 26 22 26  7 26 25 19 26  4 26  4  7 13 26 13 23  7 11 30 11
 23 20 25  3  3  4  5  1]",[26 25 33 26 22 26  7 26]
1228,"[21 32  0 21 18 16 16 18 21 18 21 19 21 19 19 19 19 19 19 19 19 19 19 19
 29 27 11 19 24  2 29 11]",[32  0 21 18 16 16 18 21]
1229,"[ 7  8  2 26  8 10  8 11  3 17 11  3 31 11  3 11  3 17 13  1  3 13  1  3
 31 13  1  3 13  1  3 10]",[ 8  2 26  8 10  8 11  3]
1230,"[ 3 33 11 27 10 21 11 27  3 33 11 27 10 21 11 27  3 33 11 27 10 21 11 27
 29 33 11 27 13 21 11 31]",[33 11 27 10 21 11 27  3]
1231,"[ 5 28  1 20 29 33  6 10 33 28  1 20 29 28  1 20 29 28  1 20 29 28  1 20
 29 28  1 20 29 28  1 20]",[28  1 20 29 33  6 10 33]
1232,"[30  5 30 30 30 30 24 24 16 16 16 16 16 16  5 13 13 24 15 30 24 15 30 24
 13  5 16 16 16 16 16 16]",[ 5 30 30 30 30 24 24 16]
1233,"[27  6  6  6  6 15  6  3  9 33  9  9  9 33  9  9  9 23 33 12 33 33 33 33
 33 12 33 12 12 12 33 12]",[ 6  6  6  6 15  6  3  9]
1234,"[11 24 30 24 24  8 30 24 17 11 24 30 24 24 25 30 24  4 11 24 30 24 24  9
  2 24  8  5 24  2 24 27]",[24 30 24 24  8 30 24 17]
1235,"[18 13 27 14 18  1 27 14 18  1 27 14 18  1 27 14 18  1 27 18 29 27 18 29
 27 18 15 27 18 15 27 14]",[13 27 14 18  1 27 14 18]
1236,"[16  5 13 13 24 15 30 24 15 30 24 13  5 16 16 16 16 16 16 16 25 16 25 27
 31 27 31 33 22 33 22 19]",[ 5 13 13 24 15 30 24 15]
1237,"[ 2 17  2 13  2  2  2  2  2  8  2 22  4 30 22  4 24 22  9 30 22  8  9 24
 30  5 13  5  5 13  5 30]",[17  2 13  2  2  2  2  2]
1238,"[ 1 29  1  1 29  1  1 29  1 11 29 21 11 27  2 21 11 29 21 11 27  2 21 11
 29 21 11 27  2 21 11 29]",[29  1  1 29  1  1 29  1]
1239,"[27  2 27 27  2 27  2 27  2  0  0 27  2 27 27  0 27 27 27 27 27 27 27 27
 27 27  0  0 27 27 27 27]",[ 2 27 27  2 27  2 27  2]
1240,"[29 29  3 29  1 13 29 20 20  2 26  2  7 22 15  2  1 28  1 20 15 29 15 13
 20 28 27 31 33 22  0 27]",[29  3 29  1 13 29 20 20]
1241,"[16 16 16 16 29 33 27 11 19  6  2 29 33 11 19  6  2 31 11 19  3  3 22 27
 11 19 15 26  3 22 11 19]",[16 16 16 29 33 27 11 19]
1242,"[27  3 33 11 27 10 21 11 27  3 33 11 27 10 21 11 27 29 33 11 27 13 21 11
 31 29 22 11 31 13 21 11]",[ 3 33 11 27 10 21 11 27]
1243,"[33 11 19  6  2 11  0  8  0  0  0  0 27  2 27  0  2 27  2 27  2 27 27  2
 27  2 27  2  0  0 27  2]",[11 19  6  2 11  0  8  0]
1244,"[ 8  8  8  2 10 11 29  6 25 25 14 14  2 13  1 29 15 20  4 23 23 23 14 12
 25  8  2 13  1 29 15 20]",[ 8  8  2 10 11 29  6 25]
1245,"[ 5 29  5  5  5  5 28  5 11  5 29  5  3  5 15  5 29  5  5  5  5 28  5 11
  5 29  5 30  5 13  5  4]",[29  5  5  5  5 28  5 11]
1246,"[26  3 22 11 19 15 26 29 33 11 19  6  2 11  0  8  0  0  0  0 21 31 21 32
 21 32 16 16 21 31 21 32]",[ 3 22 11 19 15 26 29 33]
1247,"[20 27 18 28 27 18 28 27 14 14 14 14 14 14 29  1 13  2  7 22 23  4  4 25
  8  8  8  8  8  8  8 11]",[27 18 28 27 18 28 27 14]
1248,"[ 8  8  4 12  4  9  4  8  4  9  9  9  8  8  8  8 17 17  0  0 25  0 17  0
  8  9  4 25 17  0  8 25]",[ 8  4 12  4  9  4  8  4]
1249,"[ 3 33 11 27 10 21 11 27 29 33 11 27 13 21 11 31 29 22 11 31 13 21 11 31
 22 11 31 13 21 11 31  1]",[33 11 27 10 21 11 27 29]
1250,"[33  6 10  5 28  1 20 29 33  6 10 33 28  1 20 29 28  1 20 29 28  1 20 29
 28  1 20 29 28  1 20 29]",[ 6 10  5 28  1 20 29 33]
1251,"[18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18  2 27 18 13 27
 18 13 27 18 13 27 18 13]",[ 2 27 18  2 27 18  2 27]
1252,"[21 18 32 21 32 21 18 16 16 18 21 18 32 21 32  0 21 18 16 16 18 21 18 21
 19 21 19 19 19 19 19 19]",[18 32 21 32 21 18 16 16]
1253,"[33 12 10  6  5  6  9  6 20  6 23 12  9  7 10  9  9  9  7 10  9  9  9 23
 10 12 10 10 24 10 10 10]",[12 10  6  5  6  9  6 20]
1254,"[17  8  4 25 17  0  0 29 29 29 29 29 29 29 29 29 29 29 17 12  9 12  9 18
 31 27 18 31 27  9  9  9]",[ 8  4 25 17  0  0 29 29]
1255,"[ 1 27  2  1 29  1 27  2  1 29  1 27  2  1 29  1 27  2 10 18  1  6 31  1
 10 18  1  6 31  1 10 18]",[27  2  1 29  1 27  2  1]
1256,"[13 26  3 22 11 19 13 26 29 11 19 24  2 29 11 19 24  2 16 16 16 16 16 16
 29 33 27 11 19  6  2 29]",[26  3 22 11 19 13 26 29]
1257,"[21 10 18  1  6 31  1 10 18  1  6 31  1 10 18  1  6 31  1 26 18  1  3 31
  1 10 21 11 27  3 33 11]",[10 18  1  6 31  1 10 18]
1258,"[ 5  5 28  5 11  5 29  5 30  5 13  5  4  5 13  5 22 13  2 13  8  1 13  2
 13  4 13 30 13  9 13 30]",[ 5 28  5 11  5 29  5 30]
1259,"[19  6  2 29 33 11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22 11 19
 15 26 29 33 11 19  6  2]",[ 6  2 29 33 11 19  6  2]
1260,"[ 9 28 15  3 29  5 11 13 24 30 26 24 13 24 26 24 13 24 26 13 24 26 13 24
 26 13 24 26 13 24 12  4]",[28 15  3 29  5 11 13 24]
1261,"[ 9  4  8  4  9  9  9  8  8  8  8 17 17  0  0 25  0 17  0  8  9  4 25 17
  0  8 25  0 17  0  8  9]",[4 8 4 9 9 9 8 8]
1262,"[ 8  8  8  8  8  8  8 11 10  2 19 25 25 14 14  2 13  1 29 15 20  4 23 23
 23 14 12 25  8  2 13  1]",[ 8  8  8  8  8  8 11 10]
1263,"[ 5  5 13  5 30  5 15 13  5 29  5  5 30  5 13  5  5 13  5 30  5 15 13  5
 29  5  5  3  5 15  5 29]",[ 5 13  5 30  5 15 13  5]
1264,"[29 29  3 29  1 13 29 20 20  2 26  2  7 22 15  2  1 28  1 20 15 29 15 13
 20 28 27 31 33 22  0 27]",[29  3 29  1 13 29 20 20]
1265,"[11 19  6  2 29 33 11 19  6  2 31 11 19  3  3 22 27 11 19 15 26  3 22 11
 19 15 26 29 33 11 19  6]",[19  6  2 29 33 11 19  6]
1266,"[ 3 23  5  1 25 26  3  4  5  1 26  3  5  1 26  3  5  1 26  1 24 25  1 24
  1 24  1 24 29 17  3 11]",[23  5  1 25 26  3  4  5]
1267,"[ 7 15  7  6  7  2 13 29  6 20 15  6  3  6  6 10 15 13  6 10 29  2  1  7
 28 29 20  1  6 10 15 13]",[15  7  6  7  2 13 29  6]
1268,"[15 13  6 10 29  2  1  7 28 29 20  1  6 10 15 13  6 10 29  2  1  7 28 29
 20  1 33  6 10  5 28  1]",[13  6 10 29  2  1  7 28]
1269,"[ 7  6  7  2 13 29  6 20 15  6  3  6  6 10 15 13  6 10 29  2  1  7 28 29
 20  1  6 10 15 13  6 10]",[ 6  7  2 13 29  6 20 15]
1270,"[14 14 14 14 14 14 14 22  7  2 13  1 29 23  4  4  8  8  8  8  8  8  8  8
  8  2 10 11 29  6 25 25]",[14 14 14 14 14 14 22  7]
1271,"[ 1 28  1 20 15 29 15 13 20 28 27 31 33 22  0 27 22 29  3  6 15 29  0 15
 25 16 25  8  8 17  0 17]",[28  1 20 15 29 15 13 20]
